	chr9:143602-143751	chr9:143752-143901	chr9:143902-144051	chr9:144052-144121	chr9:144122-144201	chr9:144202-144351	chr9:144352-144441	chr9:144442-144501	chr9:144502-144611	chr9:144612-144651	chr9:144652-144701	chr9:144702-144801	chr9:144802-144951	chr9:144952-145081	chr9:145082-145101	chr9:145102-145181	chr9:145182-145251	chr9:145252-145371	chr9:145372-145401	chr9:145402-145521	chr9:145522-145551	chr9:145552-145701	chr9:145702-145781	chr9:145782-145851	chr9:145852-145901	chr9:145902-145961	chr9:145962-146001	chr9:146002-146151	chr9:146152-146301	chr9:146302-146401	chr9:146402-146451	chr9:146452-146601	chr9:146602-146751	chr9:146752-146851	chr9:146852-146901	chr9:146902-147051	chr9:147052-147151	chr9:147152-147201	chr9:147202-147281	chr9:147282-147351	chr9:147352-147461	chr9:147462-147501	chr9:147502-147601	chr9:147602-147651	chr9:147652-147801	chr9:147802-147951	chr9:147952-148011	chr9:148012-148051	chr9:148052-148101	chr9:148102-148151	chr9:148152-148251	chr9:148252-148281	chr9:148282-148321	chr9:148322-148401	chr9:148402-148501	chr9:148502-148551	chr9:148552-148601	chr9:148602-148658	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003835.4.21819112-b709-4256-a74d-0e6ec96e0be8.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115297	0.305966	0.32928	0.0933345	0.131768	0.525768	0.841764	0.623295	0.115277	0.483014	0.777968	0.927501	0.811163	0.989566	0.543364	0.342506	1.034	0.86604	1.09655	1.11521	0.237116	0	0	0	0	0.0782267	0.735982	2.05479	2.87113	1.09855	0.450067	0.181167	0.0527072	0	0.100473	0.16471	0.419889	0.769749	0.787053	0.329322	0.16471	0.0202275	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004607.2.e1fd1411-fa6d-4e9d-8b94-fee7dda1365c.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0309962	0.12826	0.12826	0.115434	0.273567	0.326981	0.128259	0.0410432	0.12826	0.202004	0.293237	0.427411	0.335951	0.169293	0.275258	0.565057	0.362879	0.628324	0.94458	0.48857	0.207775	0.019239	0	0	0	0	0.097476	0.385535	0.392347	0.25651	0.218035	0.12826	0.0359128	0	0	0	0	0	0	0	0	0.653129
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004603.3.40563a1e-eb2a-4c6e-bd0b-903d353efee9.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105099	0.2839	0.2672	0.085504	0	0.0334	0.254731	1.38053	0.299264	0.042752	0.203072	1.21664	0	0.47027	1.04564	0.625248	0.058784	0	0	0	0	0.050768	0.780224	1.10086	0.359829	1.22021	0.7014	0.085504	0	0	0	0	0	0	0	0	0	0.946536
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000972.6.8e264ed8-afdd-468a-8bbe-7ea6fcae8b7f.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.79362	1.75638	0	0	0	0	0	0	0	0	0	0	0	0	0.70438
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001916.1.b8e8499a-a8fb-45d6-acd8-26f02567ad12.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0291183	0.62396	0.62396	0.116472	0.20799	0.20799	0.27593	0.266222	0	0	0	0	0.0020799	0.282863	0.361895	0	0	0	0	0.11534	0.332778	0.582362	1.0232	2.48028	1.24083	0.724392	0.249586	0.158072	0	0	0	0	0	0	0	0	0	0.166667
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001486.1.9afd5de2-13d1-4231-b8d7-af7ac6d1d2e0.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.398313	0.511029	0.39306	0.0314448	0	0	0.19915	0.233216	0.361615	0.39306	0.0995752	0.39306	0	0	0	0	0	0	0	0	0	0	0.19653	0.917274	0.314501	0	0	0	0	0	0	0	0	0	0	0	0	0.542105
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001909.1.71c9825b-8f84-4929-97f3-4b92c6206f1e.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0035305	0.21183	0.619814	0.608873	0.21183	0.122861	0	0	0	0	0	0	0	0	0	0.0974418	0.306413	0.480711	0.597212	0.299178	0.21183	0.0173315	0.0953235	0.30074	0.580267	0.724309	0.520989	0.0741405	0	0	0	0	0	0	0	0	0	0	0	0.0913642
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003688.3.a403a141-f90f-4e1e-98ae-0bc5d07833bf.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.116184	0.200094	0.130384	0	0	0	0.28529	0.470491	2.16846	2.55048	2.11422	0.418183	0	0	0	0	0	0.158781	1.66247	2.32459	1.8135	0.726028	0.197513	0.104566	0	0	0	0	0	0	0	0	0.506562
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000347.2.21d188a1-4a89-4686-a389-e2fc01ab5221.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37624	0.176362	0	0	0	0	0.376205	1.03455	0	0	0	0	0	0	0	0	0	0	0	0	0	0.569063	0.9406	1.5895	1.00952	0	0	0	0	0	0	0	0	0	0	0	0	0.6575
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000348.2.49890929-0215-4581-a0a6-6082ef7a066c.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.344848	0.49264	0.178582	0	0	0	0	0.266026	0.696265	0.49264	0.0689696	0	0	0	0	0.131371	0.49264	0.49264	0.06158	0	0	0.394112	0.620726	0.98528	1.28087	1.15278	0.00821067	0	0	0	0	0	0	0	0	0	0	0	0.331183
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004681.3.b04c1667-5df4-43cb-a2ab-4a07445dc015.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0.050198	0.17173	0.17173	0.17173	0.0243284	0	0.0114487	0.27469	0.395994	0.37342	0.17173	0.0996034	0	0	0.117921	0.139674	0	0	0	0	0	0.0309114	0.317083	0.784602	0.68679	0.382036	0.00981314	0.0202954	0.17173	0.27299	0.68679	0.998998	1.41694	0.506485	0	0	0	0	0	0	0	0	0	0	0	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000241.3.05642e3c-a160-4342-bda6-fdaa4b0b7e66.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.230789	1.20522	3.0604	4.12135	3.22619	1.08477	0.508779	0.063536	0	0	0.209607	1.11153	3.0241	4.4429	2.5274	1.36558	0.225519	0	0	0	0	0	0	0	0	0	0.607463
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000938.7.8a53f1f1-c833-4865-a1cc-f9cef5611599.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.517483	0	0	0	0	0	0	0	0	0	0	0	0	0	0.851064
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001956.2.1e76f479-733a-4b6f-88c7-efe3d559775e.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0495616	0.33792	0.304128	0	0	0	0.144179	0.414549	0.277094	0	0	0	0	0	0	0	0	0	0	0	0	0.32442	1.23693	2.72828	1.56813	0.22528	0	0	0	0	0	0	0	0	0	0	0	0.390508
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004617.2.bd401bc7-9584-4daf-b6e9-896dcf3c0a4c.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000832923	0.10828	0.110987	0.292346	0.267081	0.245425	0.109182	0.252643	0.467752	0.504835	0.191804	0.16458	0.10828	0.262571	0.480746	0.463422	0.324829	0.140761	0.132821	0.173242	0.122355	0.223049	0.365251	0.159168	0.0194904	0	0	0.00885927	0.167828	0.313998	0.504565	0.35803	0.45115	0.64966	0.541382	0.24254	0.0281528	0	0	0	0	0	0	0	0	0.57013
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000277.2.32f96f36-e33f-4e3d-b54e-16162d591510.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.234782	0.866816	1.24972	1.60126	0.544179	0	0	0	0	0	0	0	0	0	0	0	0	0.261194
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000238.3.8ee3bcc0-0a54-4209-87cf-967cca7d6071.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.119305	0.336987	0.289409	0.467154	0.30927	0	0	0	0.140503	0.189195	0.200486	0.49617	0.873972	1.03389	0.197034	0.0683628	0	0	0	0	0	0	0	0	0	0	0.883858
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001958.3.1ec30665-e127-479e-9308-683342038ede.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00323125	0.12925	0.17233	0.12925	0.0517	0	0.0387737	0.326274	0.452221	0.25849	0.0603162	0.0549313	0.235181	1.08883	0.395386	0	0.114585	0.666733	0.467757	1.0544	1.86497	1.31019	0.299812	0.12925	0.116325	0	0	0.188665	1.29987	3.74205	3.6473	1.15001	0.465156	0.175776	0.12925	0.06721	0	0.168019	0.461908	0.364384	0.018095	0.12925	0.12925	0.293777
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.2cafda9b-dfc1-4231-8ed9-6249d923a6a9.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00917973	0.100689	0.203045	0.270088	0.131664	0.0017212	0	0	0	0	0	0	0.105554	0.40262	0.3441	0.238706	0.091223	0.0413088	0	0	0.0451808	0.17211	0.17211	0.0981042	0	0.0317063	0.587404
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001315.1.cf49d1cb-058e-408d-80ee-cd8819b68335.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0600544	0.64344	0.606672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.225204	1.13232	1.08086	0.450408	0	0	0	0	0	0	0	0	0	0	0	0	0.229249
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000188.3.edd174d9-379d-4ee2-93f9-dcd7dae1e0ef.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23617
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004728.1.12642e26-117b-4636-816e-4fbed6d5c0a2.fc.signal	0	0	0	0	0	0	0	0.114507	0.432899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0434335	0.396824	0.240069	0.252704	0.165837	0	0	0.420125	0.433545	0.260601	0.393271	0.39564	0	0	0	0	0.118455	0.225065	0	0.770867	0.890948	1.34273	0.586478	0.0189528	0	0	0	0.438295	1.66462	1.21789	0	0	0	0.738481
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001913.1.f508f1a3-4076-4925-b02f-30538e0b1e91.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.117104	0.29276	0.563975	0.755203	0	0	0	0	0.181511	0.351284	0.435168	0.07319	0	0	0	0	0	0.242991	0.515151	0.388346	0	0	0	0	0	0	0	0	0	0	0	0	0	0.156331
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000129.3.10d36a04-e044-4c40-9b45-3ef18c963298.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0927775	0.779324	2.10776	1.91974	0.593776	0	0	0	0	0	0	0	0	0	0	0	0	0.432099
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000810.3.9e9df775-6e31-4b38-8623-9e8c7d5df85e.fc.signal	0	0	0	0	0	0	0	0.0699857	0.83996	0.209973	0	0	0	0	0	0	0	0	0	0	0	0.148356	0.803202	0.263918	0	0.181947	0.83996	0.929506	0.173546	0	0	0.0447861	0.655147	0	0	0	0	0	0	0	0	0	0.302315	1.36069	1.30469	0.834335	2.50587	1.4699	0.0335896	0	0	0	0	0	0	0	0	0	0.237838
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001010.4.1f4a36e3-e29e-4226-9261-3edae284095c.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124823	0.686549	1.28283	1.51279	0.87372	0.0346735	0	0	0.1733	0.239219	0.696896	1.72429	2.14492	1.37015	0.598104	0.10398	0	0	0	0	0	0	0	0	0	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000195.3.78afa2e5-5711-4b0e-8724-55134969481b.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.182537	1.82535	1.82535	0.912681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.648053	1.77059	4.6061	2.46433	0	0	0	0	0	0	0	0	0	0	0	0	0.39899
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.66fe7e60-cc70-422a-8d7c-594c9a55eec8.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37819	0.190698	0	0	0	0.152558	0.330916	0	0	0	0	0	0.329047	0	0	0	0	0	0.439726	0.206402	0.4487	0.017948	0	0	0	0	0.08974	1.13079	1.71722	0.472631	0.67305	0.246785	0	0	0	0	0	0	0	0	0	0	0.776398
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003837.4.d181cff2-e0ec-4d8f-83df-ad2768d9574c.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44595	0.843893	0.84532	0.219428	0.0346724	0.487215	1.27581	1.18247	1.6718	2.0784	0.490464	0	0	0.199562	1.04485	1.44377	0.805084	0.148621	0	0	0	0	0.215502	0.654002	0.890111	0.310435	0.24766	0.24766	0.0643916	0.24766	0.225371	0	0	0	0	0	0	0	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000828.1.ad8aa122-d0d8-45b6-96f2-58aee53acfb7.fc.signal	0	0	0	0	0	0	0.342076	0.952727	0.35539	0	0	0	0	0	0	0	0.363019	0.623009	0.48868	0.236183	1.54719	3.44949	1.71008	0.649126	0	0	0.659587	1.04558	1.03257	2.32083	0.869766	0.143346	0.785048	1.13353	2.16934	1.23778	0.97715	0.244315	0	0	0	0	0.112396	0.928378	3.40064	3.13029	2.48371	1.80777	0.234541	0	0	0	0.146604	0.48868	0.640106	0.361623	0	0	0.267081
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004610.2.7bdb9455-2f7b-4363-a63c-08451bdd557e.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10558	0.10558	0.394976	0.547844	0.513551	0.218954	0.566364	0.893522	0.714977	0.31656	0.078118	0.0827043	0.290198	0.514271	0.676111	0.524502	0.113951	0.16323	0.523418	0.236395	0.0675712	0.354584	0.465382	0.270139	0.125336	0	0.00383927	0.10558	0.269122	0.538211	0.54381	0.754912	0.782752	0.604155	0.238537	0.0274508	0	0	0	0	0	0	0	0	0.692626
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003400.1.7fc89be2-980d-4ea6-a09b-d10627d38b89.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.143742
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001952.2.58ebbf7c-ff66-46f2-b210-b717cb3c6af7.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.612632	0.57703	0.0743966	0	0.050631	0.260516	0.49111	0.801754	0.314063	0	0.0453321	0.606885	0.751106	1.05359	1.5375	2.21714	1.57169	0.624117	0.0475311	0.0539187	0.14466	0.273511	1.26488	3.37783	2.2895	1.89105	1.38569	0.442842	0.0549708	0.014466	0.14466	0.390746	0.899103	1.03476	0.509423	0.300986	0.0253789	0.318562
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001236.5.dd479f7b-7d31-4292-a54c-bd7a49572346.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.109439	1.36588	1.81319	1.71329	0.494924	0	0	0	0	0	0	1.43883	1.22149	1.40001	0.23789	0	0	0	0	0	0	0	0	0	0	0.789641
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001009.4.f5f10dc7-df55-4739-a069-9976125518c2.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.145671	0.341588	0.1854	0.03708	0	0	0	0	0	0	0	0	0	0	0	0	0.149556	0.196555	0.968072	1.76052	1.66532	0.545205	0.0301275	0	0.133151	0.338495	0.422882	1.02739	1.94334	2.05903	2.25317	1.30276	0.0815828	0	0	0	0	0	0	0	0	0	0.758
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000343.2.e10bdb64-0a71-475a-a46c-71845129ee7e.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.162216	0.54072	0.919205	2.41916	1.4094	0	0	0	0	0	0	0	0	0	0	0	0	0.44
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003842.2.dde9814b-8b78-4af3-b9ef-87186b3ed1fd.fc.signal	0	0	0	0	0	0	0	0.319793	0.683567	0.0629655	0	0	0	0	0	0	0	0	0	0	0.103328	1.03109	2.35957	0.28516	0.19374	0.455496	1.07563	1.02458	3.18364	2.94978	0.647336	0.257138	2.35023	1.0931	1.31405	0.908328	0.701542	0.0542682	0	0	0.19374	0.0726525	0.153095	1.69775	2.76243	1.20807	2.35151	1.20157	0.220876	0.0077496	0	0	0.406945	1.10231	0.40894	0	0	0	0.486583
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000335.2.2bc104d8-deb7-4fd8-ad67-65852c2b7651.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.099168	0.33056	0.107432	0	0	0	0	0	0.158669	0.33056	0.0859456	0	0	0	0	0	0	0	0	0	0	0	0.545326	0.918813	1.83107	1.16779	0	0	0	0	0	0	0	0	0	0	0	0	0.27
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000321.2.34b4c08e-0c15-430a-a6c5-dc1cf4b41a2e.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0766753	1.15013	1.15013	0.345039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0460052	1.15013	1.27279	0.613403	0	0	0	0	0	0	0	0	0	0	0	0.439266
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000236.3.5cbd82b6-3f49-4678-a37b-78e82b7626ea.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.117083	0.759308	1.06394	1.32424	0.819148	0.157298	0	0	0	0.183139	0.758099	2.01201	2.35501	1.58465	0.975495	0.385395	0.222954	0.113068	0	0	0	0	0	0	0	0.90988
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000237.3.2cba5936-f140-44e1-bb8c-03b1b31528e1.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.123684	0.34121	0.34121	0.176995	0	0	0	0	0	0	0	0	0	0.195617	0.648234	1.80145	2.85241	2.34653	0.631162	0.040508	0	0	0	0	0	1.0319	1.95995	1.16571	0.319853	0	0	0	0	0	0	0	0	0	0	0.734051
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001482.1.18665c0d-6177-476e-bfd1-50a3da407753.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.402597	0.553571	0	0	0	0	0	0	0	0	0	0	0	0	0	0.158521	0.905841	2.17653	0.762416	0	0	0	0	0	0	0	0	0	0	0	0	0.193642
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000983.7.28efaa97-cdc8-4335-83a3-064d42b1fd10.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.715824
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001018.4.33fd32de-b83a-4d4f-b13a-efed59fd5abe.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.341894	0.39013	0.41987	0.180195	0	0	0	0	0	0	0	0	0.166552	0.0125964	0	0	0.334498	0.159553	1.0439	1.67747	2.09359	0.663305	0	0	0	0	0.134362	0.684322	1.18108	0.425471	0.409373	0.041988	0	0	0	0	0	0	0	0	0	0	0.929167
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000243.3.f32467cb-d7e9-4f5b-9c6b-68e4e838bc49.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21004	0.38422	0.38422	0.20876	0.38422	0.38422	0.242539	0.0329331	0	0	0.253584	0.956798	1.99167	1.79828	0.643629	0.379417	0.076844	0	0	0	0	0	0	0	0	0	0.926829
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000229.3.88fcdf4d-dd2c-424a-91c6-ca3469132544.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14236	0.47933	1.2404	1.80988	1.95381	1.34037	0.431626	0	0	0	0.0045434	0.549757	2.77316	4.77236	2.63153	1.42559	0.45434	0.0408906	0	0	0	0	0	0	0	0	0.526393
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001935.1.43a724cd-c3b0-46db-9b56-bc285ebfa0a4.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.873998	1.09135	0.73183	0.27542	0.27542	0.55084	0.539823	0.460869	0.0716092	0	0	0.203811	0.374571	0.809735	0.341521	0	0	0	0	0	0	0	0.925411	2.28414	3.17833	1.85448	0.943311	0.528806	0.324996	0.209319	0	0	0.612809	0.691304	0.0330504	0	0	0.151932
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000240.3.309e9998-5ade-4caa-9bdd-4c0118af9852.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.102442	0.453341	0.481144	0.211562	0	0	0	0.0944475	0.450908	0.50382	1.33007	2.01024	1.18395	0.535263	0	0	0	0	0	0	0	0	0	0	0.812074
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003836.3.9aa71da8-fe78-48e5-b5e7-94900a3e3afc.fc.signal	0	0	0	0	0	0.0105995	0.162216	0.1986	0.185083	0.09937	0.09937	0.0218614	0	0.00535069	0.09937	0.09937	0.184424	0.199428	0.165523	0.059622	0.125785	0.326449	0.275608	0.069521	0.09937	0.101024	0.394846	0.611831	1.04617	0.958432	0.35162	0.119867	0.911127	0.636646	0.359569	0.602551	0.426068	0.21251	0.177564	0.09937	0.039748	0.15643	0.552223	1.01903	1.39048	1.90894	1.58087	0.963423	0.23437	0.0476836	0.0218614	0.09937	0.216037	0.29796	0.311875	0.113262	0.1986	0.111556	0.678525
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001905.1.4d60b2bb-7496-4719-a8ca-5aac334b58d2.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0377733	0.22664	0.22664	0.104254	0.22664	0.22664	0.29161	0.616581	0.593859	0.22664	0.187356	0.238727	0.48508	0.915769	1.41896	0.480548	0	0.22664	0.22664	0.0618109	0.039662	0.686787	2.98756	5.65321	3.21725	0.683795	0.11332	0.22664	0.22664	0.135984	0	0.090656	0.393787	0.417018	0.0951888	0	0	0.0980182
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000831.3.69c22d57-7d08-4388-b028-b468a2554e8d.fc.signal	0	0	0	0	0	0	0.127941	0.25032	0.145641	0	0	0	0	0	0	0	0	0	0	0.02086	0.346399	1.41049	0.910755	0.00894	0	0	0	0.0918143	1.17844	0.648501	0	0.0609144	0.557531	0.912616	1.15178	1.68592	2.12198	1.47727	0.352098	0	0	0	0.126427	1.00401	2.21337	2.45205	1.70675	1.0485	0.47071	0.11765	0	0	0.109526	0.713562	0.650963	0.0225288	0	0	0.480454
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000248.2.7e7b16e0-32c7-4b3c-8b31-09dd6bb73c23.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0253694	0.18121	0.268244	0.18121	0.0978534	0	0	0	0	0	0	0	0	0.0197684	0.18121	0.391493	0.565485	0.715321	0.403591	0	0	0	0	0	0	0	0	0	0	0	0	0.235088
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004609.2.6c3f44c6-62c9-4da6-9a58-7978db5e3bda.fc.signal	0	0	0	0	0	0	0	0.053324	0.552454	0	0	0	0	0	0	0	0	0	0	0	0	0.218549	0.389792	0	0	0	0.789647	0.642435	1.27411	0.647738	0	0.0426592	0.956908	0.135976	1.35139	1.01817	0.459738	0.359805	0	0	0	0	0.139976	0.391931	0.202631	0.386509	0.946193	0.329942	0	0	0	0	0.349939	0.554775	0.0559902	0	0	0	0.751868
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.02118243-425c-40d1-bfb1-ec1fb9f638e9.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.452463	0.805105	0.488736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15454	1.8326	0.635305	0.416953	0.45819	0.137457	0	0	0	0.389461	1.06295	2.89863	1.52721	0	0	0	0	0	0	0	0	0	0	0	0	0.591003
