	chr5:179835385-179835444	chr5:179835445-179835534	chr5:179835535-179835684	chr5:179835685-179835834	chr5:179835835-179835984	chr5:179835985-179836054	chr5:179836055-179836134	chr5:179836135-179836284	chr5:179836285-179836434	chr5:179836435-179836584	chr5:179836585-179836734	chr5:179836735-179836884	chr5:179836885-179837034	chr5:179837035-179837184	chr5:179837185-179837334	chr5:179837335-179837484	chr5:179837485-179837634	chr5:179837635-179837784	chr5:179837785-179837934	chr5:179837935-179838084	chr5:179838085-179838234	chr5:179838235-179838384	chr5:179838385-179838534	chr5:179838535-179838684	chr5:179838685-179838834	chr5:179838835-179838984	chr5:179838985-179839134	chr5:179839135-179839204	chr5:179839205-179839284	chr5:179839285-179839434	chr5:179839435-179839584	chr5:179839585-179839734	chr5:179839735-179839884	chr5:179839885-179840034	chr5:179840035-179840184	chr5:179840185-179840334	chr5:179840335-179840484	chr5:179840485-179840634	chr5:179840635-179840784	chr5:179840785-179840934	chr5:179840935-179841084	chr5:179841085-179841234	chr5:179841235-179841384	chr5:179841385-179841534	chr5:179841535-179841684	chr5:179841685-179841834	chr5:179841835-179841984	chr5:179841985-179842134	chr5:179842135-179842284	chr5:179842285-179842434	chr5:179842435-179842584	chr5:179842585-179842734	chr5:179842735-179842884	chr5:179842885-179843034	chr5:179843035-179843184	chr5:179843185-179843334	chr5:179843335-179843372	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000886.3.656fbaec-dfab-4967-84ac-8cd7cc42a743.fc.signal	0	0	0	0.0295516	1.05277	1.98308	2.05068	4.43391	2.583	4.98431	2.86299	5.20236	7.4978	7.37789	1.75633	2.13287	3.76685	3.40162	1.86341	1.86599	1.82125	0.427405	1.24821	1.26409	1.35058	1.90243	1.07093	1.0963	1.93134	2.23741	1.90087	0.0500224	0	0.501696	0.803918	2.01822	1.00964	0.976586	1.28818	0.838209	0.891804	0.509269	1.196	1.1655	3.59648	0.936628	0.537791	2.50377	1.65996	1.45294	0.675274	0	1.80209	1.35514	0.266008	0.397898	0.861655	0.733333
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000188.3.deb161f9-8c5a-42cb-af84-131a7fc1593f.fc.signal	0	0	0.386152	0.131515	0.0027982	0.449711	2.71244	7.02607	10.0453	12.1819	8.36546	3.41421	5.71233	5.31695	5.80978	10.4093	7.78731	6.855	9.68707	5.92182	4.80939	4.52456	2.88204	2.107	3.27376	3.31576	1.60337	3.12386	4.21291	5.28567	4.69805	3.58606	2.09497	2.84194	0.945792	4.85754	6.00193	3.74106	3.82781	4.75681	4.58743	2.92749	2.13218	3.85209	3.77655	4.77554	2.71814	5.59397	4.19221	3.02746	1.20323	1.83843	1.39071	0.738725	1.12488	1.10708	1.75583	0.607498
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000160.3.56b2af9a-69f7-4eb1-8688-9440739bee08.fc.signal	0	0	2.08747	0.6291	0	0	0	0	0	0	0	0	0	0.171573	2.7023	4.68981	0.586222	0	0	0	0	0	0	0	0	0	0	0	0	0.517175	1.56601	0	0	0	0	0	2.00307	0.518598	0	0	0	0	0	0	1.58498	2.03528	0.793865	0	1.52986	1.18671	0	0	0	0	0	1.2582	2.14466	0.849432
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000964.7.68ad223e-c775-4c49-8f3f-4ec63b3e920b.fc.signal	0	0	0	0	0	0	0.130033	0.984568	1.87023	2.04803	4.04954	4.63472	1.60439	3.12591	0.287751	2.99965	2.67019	2.50608	1.31256	2.17905	1.28243	0.439442	0.528053	2.132	1.9608	0.693962	0.380732	0.916449	1.0773	1.06414	1.79023	3.58602	3.13327	0.231062	0	0.436239	1.39754	2.84408	1.75122	1.50783	3.14385	2.32653	0.827402	0.397122	0.640222	1.42737	1.91372	0.915469	1.78806	0.0949121	0.195597	0.823194	0.608967	0.0372992	1.11359	1.23202	0.542033	0.507625
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000153.3.4632c7b2-2ae2-40a1-bd27-50236900252a.fc.signal	0	0	0	0	0	0.53785	2.68936	4.06086	2.55621	1.37279	1.80078	0.343056	0.977532	1.10101	1.38018	0.322706	2.53692	4.20427	1.16537	3.85467	2.11562	1.45225	0	0	0	0	0.179281	1.31264	1.02491	0.57471	0.635613	0.341616	1.04154	0.613206	0	0	0	0	0	0.609557	2.06181	0.718003	0	0	0	1.1373	2.55488	1.34461	0.00896407	0	0.681269	1.0219	0	0	0.250532	0.952018	0.0269713	0.773406
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003846.4.a8b62515-f113-4847-973f-317b45173002.fc.signal	0	0	0	0	0	0	0	0	0.0396749	1.46911	0.750166	0.735034	1.03479	0.813826	0.656932	1.17418	0.582462	0.399891	0.0121599	0	0	0.21528	0.55719	0.237338	0.967748	1.43584	0.0025192	0	0	0	0.531273	0.783045	0.165036	0.454444	0.772901	0.795693	2.07921	0.219132	0	0.748264	0.741333	0	0.34189	0.228146	0	0.174208	0.574096	0.590743	0.292744	0.30739	0.481221	0.136375	0.524803	0.00598273	0	0	0	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003684.3.b5459224-ca8f-46dd-880a-e16781c88032.fc.signal	0	0	0	0.219362	0.485126	1.35584	2.28572	1.11181	0.899255	2.64448	1.399	2.16374	2.68386	8.2096	3.17341	1.56259	1.66087	1.03962	1.49318	0.696027	0.923779	0.147649	0.567387	0.878335	0.66482	0.972161	0.242648	0.812043	0.337696	0.236955	0.257572	0.639895	1.66213	0.971908	0.271394	0.421518	0.778524	0.646063	0.350671	0.356123	0.117477	0.221595	0.8983	0.932459	0.438681	0.332559	0	0.388099	1.04476	0.577911	0.478798	0.407086	0.103354	0	0.780354	1.12835	0.765977	0.340764
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000974.7.9dac3370-6335-4df0-bea0-9e684edfa350.fc.signal	0	0	0	0	0	0	1.0187	1.8435	0.870874	0.993711	1.06084	1.60087	2.04448	1.29904	0.31676	1.48108	1.91874	1.66968	1.31856	1.73788	1.63595	2.72852	0.208369	1.21508	1.52264	1.50333	0.456317	0.0138371	0.847367	1.43947	0.783946	1.38478	2.67257	0.60138	0	0.784815	1.88777	1.73609	1.44258	0.764085	2.41863	0.670542	0.239512	1.00702	0.979327	1.21116	2.67896	0.601332	2.28521	1.05464	0.345901	1.42427	0.250753	0.158679	0.925768	0.376279	0	0.85567
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000261.2.55f7971e-ddc8-4e1e-a2b7-5640ae93b614.fc.signal	0	0.0986028	0.354084	0.058835	0.0561792	0.352266	0.643441	0.424653	0.334478	0.304364	0.365679	0.656215	1.12314	1.21804	0.968843	0.30101	0.586811	0.26769	0.349007	0.787903	1.2656	0.986117	0.809668	0.592258	0.967724	0.757704	0.12312	0.172448	0.33778	0.405899	0.87105	1.3167	0.347825	0.28326	0.0495953	0.136217	0.538915	0.817148	0.424234	0.904678	0.454433	0.402028	0.410717	0.458696	0.649934	0.925127	0.891819	0.233692	0.550866	1.08525	0	0	0.352668	0.266471	1.14222	1.27121	0.861885	0.834783
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001030.7.2cec18a6-acf1-4ec3-b511-04e126f82363.fc.signal	0	0	0	0.910102	0	0	0.448239	3.05078	2.01757	3.26543	3.51406	3.14153	2.83001	6.13346	2.11388	0.712629	1.83529	1.56627	0.474682	0.235988	0.44757	1.26213	0.466621	0.154254	1.35966	1.85832	0	0	0.374937	1.59274	2.70019	3.30819	2.44756	1.15569	2.03802	2.45601	1.54128	0.654115	0.511752	0.705848	1.95586	1.4383	0.97983	0.346483	1.08989	0.621275	0.574146	0.540651	0.656319	0.858678	0.876155	0.647045	0.162085	0	1.00833	1.01442	1.17689	0.736364
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004647.3.6c7e93ea-bf0c-48a2-82fb-1c49e3dc143b.fc.signal	0	0.201462	0.517883	0.308076	0.0561456	0.178792	0.491364	1.9054	3.49175	4.51504	4.94669	6.81719	5.6285	5.42326	4.82064	2.49508	2.07886	1.52748	1.48726	1.28646	1.01889	0.984613	1.38007	1.17554	1.57583	1.9033	1.19016	1.33531	1.62756	1.71612	1.31275	1.20102	1.72472	2.38062	1.83002	0.815359	0.788929	0.868646	0.692987	1.04951	1.40723	1.33446	1.14047	0.907711	0.632037	0.534495	0.445345	0.231104	0.242291	0.731299	0.638499	0.304124	0.551412	0.443025	0.738584	1.37107	1.46538	0.577011
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001852.4.e1095ee8-c1a0-47db-b726-788ab3dbb842.fc.signal	0.20826	0.302106	0.541486	0.377959	0.0755907	0.125617	0.522102	1.43639	1.44518	1.71542	2.13078	1.8458	2.54643	3.11256	2.67153	2.5597	1.64745	1.78321	1.88194	1.87897	1.74908	1.86765	1.55577	0.99751	1.25642	0.799123	0.323962	0.332228	0.889407	1.94625	1.71539	1.64901	2.41722	1.88159	1.58242	1.08274	0.577736	1.4099	0.961316	0.678102	1.10685	1.06363	0.649031	0.635364	1.46597	0.712696	0.454732	0.609523	0.428097	0.219831	0.0308533	0.0755907	0.353275	0.592394	0.69421	0.87893	0.511888	0.989429
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000785.3.abe8a11d-fe94-45b1-960f-4d4d046be685.fc.signal	0	0	0.315801	0.513814	0.771572	1.20345	2.52521	2.43908	1.3366	1.60118	1.48337	2.59793	1.99888	2.48338	1.6166	2.33337	1.07029	0.793764	0.339698	0.1946	0	0.0990069	0.450656	0.814249	1.08908	1.34342	0.723777	0.662082	0.662539	0.349939	0.781814	0.636717	2.30095	1.22564	1.45267	0.240691	0	0.580386	0.477965	0.341406	0.356769	0.360184	0	0.384079	1.22564	1.27685	1.73429	0.404563	0.785228	0.380665	0.687929	0	0.264588	1.59948	0.252639	0.247496	0.51211	0.699507
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.f2b1cfa1-231f-48d8-af6a-ed3f48905f6f.fc.signal	0	0.12261	0.229183	0.083214	0	0	0	0.157484	0.0986057	0.0490902	0.162102	0.508237	0.438222	0.757763	0.278551	0.0536983	0.119697	0.169416	0.128647	0.362426	0.491586	0.44046	0.684096	0.34748	0.327871	0.139263	0.255879	0.01128	0	0.117201	0.386964	0.762663	0.572993	0.549456	0.718257	0.490872	0.396296	0.0349801	0.110006	0	0.30773	0.56317	0.359496	0	0.0547253	0.286232	0	0.0979531	0.148986	0.0780177	0	0	0	0	0	0.0260531	0.728033	0.17435
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000223.3.555de7dc-c653-4909-9c33-caf14688e0ce.fc.signal	0.0267655	0.151357	0.186504	0.0361937	0	0	0	0.249091	0.808547	0.904771	0.892709	0.52786	0.631249	1.14078	0.686749	0.656193	0.733255	0.772418	0.850429	0.690945	0.569829	0.695286	0.428976	0.570865	1.21807	1.01805	0.592292	0.494206	0.318581	0.347797	0.889244	0.971631	0.724114	0.701575	0.732716	0.635964	0.563961	0.50475	0.342539	0.337577	0.42209	0.573618	0.705192	0.80169	0.809586	0.552331	0.434205	0.300034	0.566861	0.512486	0.276795	0.339967	0.571681	0.214561	0.100579	0.172627	0.103173	0.775194
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001914.1.d83c61fb-c563-40ff-afb5-9fc097a52b75.fc.signal	0	0.907493	2.97736	0.974155	0	0.246218	2.52903	4.91075	3.77669	8.61746	8.28144	8.21692	4.37175	4.14237	4.85815	5.20817	11.6099	9.69302	4.82854	2.57273	1.68543	1.41994	1.70348	2.30951	5.92194	3.04234	0	0	1.47993	2.85991	1.76553	1.04455	2.02324	2.34849	1.34091	1.4168	1.88447	2.26461	0.79178	0.62446	1.89355	0.548286	1.2739	1.41372	1.91827	0.609414	1.11901	2.28474	3.08578	0.243032	1.11889	0.164842	0	0.664389	3.91658	4.07815	0.501223	0.804134
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000250.2.a39935bf-2e13-411b-a0e6-5df09e4383e1.fc.signal	0	0	0	0	0	0	0.0685363	1.70564	2.66183	3.74568	1.97163	1.78935	2.79281	2.34578	2.2143	3.46432	4.00639	3.9292	1.36118	1.8333	1.64138	0.413385	1.49249	4.54153	2.32434	0.544435	0.206684	0.766964	1.51246	1.11917	1.45541	1.10488	1.69934	2.83323	1.3511	0	1.10251	1.22277	2.38211	3.95746	2.84836	0.398244	0.61733	0.541548	0.992682	1.88859	1.07841	0.866137	0.922592	0.776112	0.398244	1.60821	0.942749	0	0.700708	0.2823	0	0.188525
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001020.4.d793ab3e-d7c6-45e4-8372-b368878f1961.fc.signal	0	0	0	0.0751758	1.18503	1.31685	1.49508	0.618732	0.491069	0.823125	1.78933	1.9348	0.988422	2.94476	0.988715	1.77335	2.55315	1.57838	2.35072	1.18197	0.833037	0.623613	0.399436	0.764617	0.174009	0	0.185659	0.991951	0.975594	0.147093	0.0208567	1.32824	1.82982	0.779351	1.52023	0.909282	0.63389	1.32482	0.413943	0.457621	0.256839	0.132832	0.418686	0.279006	0.817768	1.17768	0.827501	0.949941	0.104666	0	0	0	0.412701	0.952736	1.897	1.0392	0.0167047	0.309091
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001447.1.93be3d5e-de27-4323-a7cc-c9b7ee0319de.fc.signal	0	0.087595	1.06867	0.697258	0.161175	1.4641	3.09432	8.19919	7.70134	6.18279	7.66456	10.23	9.47525	14.7404	14.4216	10.6411	13.6526	9.03558	6.44609	4.18465	3.00447	5.74935	4.54241	4.72426	5.62364	1.63688	1.55709	3.53536	3.71905	3.8616	2.86262	4.26132	6.93757	5.83387	3.86472	3.7402	3.37531	6.17033	6.51207	5.60261	5.81985	4.02589	4.78622	6.14377	4.5556	4.50998	4.47523	2.25978	2.6205	2.29156	1.81101	2.64253	2.62787	2.288	2.48071	2.69794	3.67902	0.82
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001549.1.f6d26e48-e432-43c5-8ad8-8ec3b14cf9c0.fc.signal	0	0	0.369143	0.155931	0	0.647819	2.06004	2.12815	4.6263	2.88273	2.6884	4.15586	3.5076	5.71007	2.64619	3.03174	3.00287	3.66961	3.58492	5.8509	2.20337	3.88122	1.13828	1.32712	1.14249	0.741463	0.423241	0.497797	0.960663	3.82536	2.27549	1.62306	2.30021	0.249704	0	0	2.11687	3.07114	1.09994	1.08548	1.65314	0.698699	0.315044	1.82039	2.04953	2.85148	1.70903	1.47662	1.17116	1.09797	0	0.254762	0.537014	0.146384	0.7733	2.01135	3.20345	0.885434
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001039.6.a3034dad-cf3f-4b0e-b7ac-4dfa7b52d765.fc.signal	0	0	0	0	0.104527	0.37331	0.363181	0.298227	1.02099	1.4558	1.07229	1.35356	1.11907	1.66774	1.19108	1.23943	2.37331	1.29612	2.17694	2.17408	2.26955	1.19951	0.0248873	0.186655	0.69372	0.525762	0.475348	0.415974	1.30179	2.22779	2.09973	2.05307	3.02855	1.88384	0.500235	0.164253	1.58768	2.76971	2.15789	0.721752	0.603934	0.304437	0.480287	2.25462	1.14472	1.60237	1.80515	1.5053	0.556317	0.767924	0.144347	0.84858	1.17708	0.338468	0.58732	1.34627	0.903748	0.653465
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003828.3.9b92fd9a-9859-4ffd-96f8-490b60d6c4db.fc.signal	0	0	0	0	0.551695	1.63416	0.961526	0.693191	0.701519	0.930309	0.729967	0.545965	0.311191	1.44912	0.487206	0	0.535511	1.04933	0.359712	0.286688	0.202845	0	0	0	0	0	0	0	0.299196	1.51911	0.326351	0.0352832	0.819388	0.364547	0.378644	0	0	0.275869	0.129821	0	0	0	0	0	0	0.261265	0.20396	0.739637	0.385765	0.248227	0	0	0	0	0.0567966	0.754583	0	0.871766
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004602.2.741c4143-cd13-4cda-85a5-e7102d67912b.fc.signal	0	0	0	0	0	0	0.38654	1.31638	0.468251	4.66485	3.98375	3.84537	3.21285	6.66594	6.67975	0.564053	0.290875	0.844306	0	0	0.500183	0.634993	0	0.485966	1.40836	0.375997	0	0	0	0	0.0141883	1.96524	0.595825	0.321872	0.271252	0	0.296196	0.723663	0.106412	0.38663	0.418554	0.695277	0.182151	0.197454	0.319914	0	0	0	0.354723	0.780439	0.407974	0.819485	0.53206	0.510778	0	0	0	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000341.2.ae820aec-dd3a-42d0-a6fa-3860a5d53528.fc.signal	0	0	0	0	0	0.738642	0.94009	1.51042	1.43505	4.27437	6.27371	5.20202	8.5425	11.1498	7.81191	5.87263	6.16092	5.44644	4.14282	1.96795	2.0202	2.48191	1.06544	1.18452	1.28479	1.51668	0.0877417	0	0	0.13788	0.978078	0.778531	3.48475	1.29106	0.958892	2.01807	2.02434	1.49788	1.25973	1.25972	1.41014	2.68867	1.3788	2.43171	2.53203	2.58215	4.10524	1.63943	1.15662	0.582856	0.714472	1.29106	0	0.676867	3.22151	0.950701	2.01058	0.666667
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001508.1.f6c67936-5b0a-4ed6-8085-a2a611177783.fc.signal	0	0.367153	1.13944	0.12154	0	0	0.170916	1.62487	0.96896	0.931365	4.0217	3.66825	2.34019	2.9266	2.25532	3.092	3.61172	0.527832	0.26669	2.21841	3.49159	0.830607	0	0	0	0	0	0	0.505309	0.521252	1.83451	2.29095	3.35556	1.10127	0.640222	0	0.0350339	0.501011	0.151428	0	0.215692	0.898784	0	0.587636	0.919773	2.08557	0.78413	0.669285	0.567351	0	0	0	0	0	0	0.422243	0.78439	0.593939
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001891.4.41bb4ab6-1e8d-4527-bfe1-5ddf65dcaa7f.fc.signal	0	0	0	0	0	0	0	0.523145	1.17611	0.483407	1.60568	1.21941	1.39608	0.430887	1.72296	1.30803	0.523549	0.153402	1.4968	0.202503	0	0	0	0	0.308872	0.30222	0.690946	0	0.202013	0.95065	0.0823897	0.337475	1.78129	0.114078	0	0	0	0.181017	0.784856	0.420433	0.521231	0	0.494338	1.47514	1.387	0	0	0	0.502177	0.633767	0.430961	0.709819	0	0	0	0.467364	0.92041	0.256098
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004635.3.13102329-ee3d-4773-b2d1-9ab40cd17100.fc.signal	0.1829	0.333353	0.828177	0.324443	0.047554	0.1829	0.51227	1.14162	1.66243	1.27701	1.67704	1.87135	1.91214	2.83834	2.09432	0.874815	0.978534	1.18185	0.906215	1.42092	1.35504	1.09038	0.933049	0.630672	0.955763	0.907441	0.658636	0.324087	0.443633	0.902996	1.08481	1.23391	1.09481	1.07938	1.0855	1.03427	1.03791	0.645213	0.575891	0.882422	1.07696	0.796445	0.262232	0.438914	0.34947	0.123153	0.287831	0.615945	0.454922	0.290272	0.302473	0.1829	0.209764	0.500054	0.406341	0.491485	0.708778	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001889.4.440b0def-8afc-49ae-ab48-eb6e55baaba4.fc.signal	0	0	0	0	0	0	0.0517755	1.95675	1.45989	0.683329	1.01011	1.94611	0.352435	0.846189	0.469037	0.891748	1.69056	1.54745	3.21578	3.8569	2.32957	1.68319	0.699584	1.4399	1.13003	0	0.260357	0.59172	0.916508	1.74541	0.947551	1.01907	1.50536	0.232122	0.346454	1.96051	2.42178	0.624679	0.996939	2.2406	1.52932	0.237107	0.633128	0.906996	1.70247	1.96071	2.60766	1.85811	1.74725	0.492448	0	0	0	0.252467	0.986465	1.505	2.00888	0.844787
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003400.1.b3d30ae7-78a7-458d-9ccf-f1436025286b.fc.signal	0	0	0	0	0.02837	0.70925	0.70925	1.55089	1.30502	0.529573	0.770387	0.651707	0	0	0.326804	1.10713	1.90552	2.8701	0.534302	0.186193	0.434662	0	0.0524952	0.483573	1.04183	0.548487	0.692625	0.065619	0.169101	0.486646	0.643847	0.675738	0.233317	0.306488	0.220622	0.264131	2.72969	1.72501	0.0465483	0.5674	2.71406	0.31207	0.293157	1.27192	0.335712	0.70925	0.08511	0	0.491747	0.406637	0	0	0	0	0	0.93621	1.17436	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001517.1.def76da7-e51f-466f-a75e-d4cb918f9d1a.fc.signal	0	0	1.41132	1.44241	0.0373036	0.905945	1.52712	4.88063	8.87222	8.33385	7.07134	4.63558	3.42878	10.9058	8.37061	6.18083	6.54069	2.52447	5.35355	4.97116	2.16225	1.5662	1.10667	3.0962	1.11484	1.17032	0.348167	1.33227	1.27065	0.591126	1.17238	1.09505	1.42995	3.04958	2.15269	0.0807863	1.28449	1.6824	1.25459	2.99672	3.85471	2.99672	2.71073	7.38624	4.01242	1.99897	2.36845	0.701339	0.768056	0.442139	1.47349	0	0	0.8642	0.298709	2.18325	1.49705	0.695402
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001044.7.93646603-f0c6-4b5c-9750-3c77b569d934.fc.signal	0	0	0	0	0	0.4248	0.484562	1.25841	1.72927	3.05048	3.78115	3.08156	2.68705	3.19575	3.37939	3.87046	3.38753	3.42333	1.6671	0.778504	1.3697	1.0568	0.046256	0	0	0	0.409696	0.4956	0.56994	1.41561	2.78355	2.43684	0.996674	0.221368	0.505512	0.931728	0.778061	0.77501	2.53305	4.52791	1.93284	1.22908	2.40861	1.42732	0.952592	1.20004	0.723436	1.41329	1.89483	1.04406	0.485688	0.505512	1.42071	0.941635	0.839216	0.680624	0	0.905172
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001235.5.b69b018c-be0b-42b3-9bd0-adb684b6c71f.fc.signal	0	0.346507	0.826506	0.126503	0	0	0	0.837674	1.64508	0.739511	1.04646	0.830237	0.274686	0.431654	0.305327	2.02563	1.35916	1.22461	0.440792	0.0210552	0.046852	0.542396	0.685624	0.584504	1.12542	0.121081	0	0.0743804	0.303013	0.490015	0.430096	1.30187	1.2292	0.298561	0.309112	0.479768	0.753402	1.50611	0.736474	0.336368	0.725232	0.338098	0.338458	0.552785	0.633802	1.44597	0.375256	0.544475	0	0	0.122804	0.255548	0	0.760004	0.326577	0	0	0.286008
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004900.1.b52b6048-f5e8-441d-8082-83c6ea7d797d.fc.signal	0	0.862388	1.58051	0.533482	0	0	0.696276	1.18106	1.54722	2.24041	1.75501	2.73683	1.55159	0.870114	1.07378	1.40783	1.78749	1.30994	0.152957	0.807243	2.39257	1.76645	1.04578	1.34198	1.18138	0.977534	0.388659	0	0	0.824938	2.11714	1.15785	0.427596	0.60307	0.236073	1.04818	1.25893	1.37957	0.406034	0.640871	1.1416	0.890321	0.431309	0.254335	0.731039	0.323933	1.08721	0.668151	0.561836	0.956411	0	0.03403	0.956801	0.561349	0.252122	0.127373	0.122343	0.680498
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000810.3.4c807da6-ffa8-4451-adb2-428243de39ad.fc.signal	0	0	0	1.84075	3.19527	0	2.14899	7.44985	6.5121	2.78578	10.1595	8.08476	13.1151	8.12167	8.57341	6.02897	6.77206	4.65488	3.10915	4.86237	0.764086	4.44559	3.32355	5.6651	0.68649	0	0	0	0	0	0	0	0	1.84076	7.38039	3.7857	2.10124	0	0	0	0	0	2.32352	1.54028	0	0	0	1.75393	5.26178	6.40791	1.68446	0	0	0	0	0	0	0.680258
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003842.2.aaff33ab-ed7b-4de9-8003-f28b910ee10b.fc.signal	0	0	0	0.268503	0.415244	0.46832	0.743462	2.42948	1.74621	3.0748	5.15122	7.3091	6.35223	8.20435	2.82194	2.96224	1.53729	0.789907	0.34656	0.455922	0.254956	0	1.51923	2.31134	1.21764	0.106153	0	0	0	0	0	0.667563	1.42484	1.62544	0.147988	0	0	0	0	0	0.209183	0.259137	0.177962	0.593208	1.16457	0.412125	0.911672	0.0187328	0.744382	0.162352	0	0	0.0280992	0.649408	0.94496	1.6223	0.170876	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000227.3.cbba33e3-8091-43f4-8be2-0ec669b6bf51.fc.signal	0	0	0	0.0323753	0.168803	0.289657	0.392349	0.405242	0.309699	0.235325	0.268012	0.302412	0.479473	0.635255	0.54211	0.244692	0.201442	0.295251	0.29035	0.142198	0.099088	0.209389	0.129979	0.200537	0.771557	0.640627	0.185105	0.164449	0.231815	0.205442	0.352271	0.530712	0.458374	0.272229	0.478646	0.640149	0.309258	0.0816233	0.0990731	0.156377	0.0837769	0.0465319	0.150822	0.366971	0.276972	0.128825	0.119733	0.32238	0.428158	0.199107	0.47696	0.466524	0.0701007	0	0.0987912	0.372114	0.577016	0.528455
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003806.1.2dfc8185-75fc-483f-9a76-86d609a673b1.fc.signal	0	0	0.189973	0.062032	0	0.127397	0.990843	3.09329	4.90326	5.24433	3.93985	3.76809	4.79212	6.11043	5.75448	5.65438	4.75953	4.12454	3.05654	3.26917	2.58037	2.27056	1.20745	1.88648	2.88627	1.45049	0.187394	0.207706	0.690813	1.37163	1.95513	1.46318	0.996598	1.99403	0.847502	0.681219	1.36413	1.17578	0.776926	0.305952	0.22138	0.328691	0.617299	1.05696	1.82939	2.01051	1.28757	1.43054	1.52568	1.78421	1.0163	0.206928	0.0783835	0.362843	0.97813	1.7061	1.48498	0.731223
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003686.3.867f20aa-cd84-4630-be8b-4d90cccd43d7.fc.signal	0	0.204758	0.286643	0	0.0983102	1.39492	2.03895	1.13758	1.26583	0.22008	0.680142	1.76694	1.20552	2.16361	1.43739	0.300328	1.05369	0.887137	1.25177	0.552844	0.186994	0.15833	1.1521	1.68039	0.72488	1.03882	0.569228	0.213547	0.480504	1.59381	1.71921	1.22894	1.23515	0.790366	0	0.723475	1.00606	0.318031	0	0.75767	0.0614256	0.0423283	0.759705	0.303678	0.020482	0.586947	0.763105	0.290734	0.355207	0.290781	0.531046	0.0682597	0.410847	0.339863	0	0.18837	0.45798	0.115635
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000864.3.14e2d66e-78ce-42e0-867f-4b49c7b19bff.fc.signal	0	0.307527	1.62603	1.63037	1.28015	0.105042	0.567573	2.46058	4.25539	2.05851	2.7807	6.7622	3.67013	3.12505	2.04829	3.56778	6.70741	4.9848	5.96935	3.47584	2.41386	6.4621	3.033	4.47653	2.60772	3.72202	2.40158	3.44114	5.49492	7.45133	6.87621	8.45132	6.26051	3.23038	2.65127	6.90221	10.722	13.0948	7.19868	11.726	13.5849	7.28545	4.25528	2.73328	3.35696	4.92519	4.49041	2.64559	4.63595	3.02	2.65963	2.2978	1.72119	1.8163	0.361826	0.0597559	0.549024	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003847.4.2b3ec079-53bd-4903-ae08-424fc11f8e29.fc.signal	0	0	0	0	0	0	0	0	0.999718	1.19311	0.391684	0.924934	1.49274	3.88961	0.627695	0.990921	0.0547284	0.902353	0.50745	0	0	0	0.259149	0.396113	1.2319	1.1359	0.0210109	0.548518	1.23279	0.548194	0.0952881	1.21336	1.00797	1.1006	0.861937	0.722733	0.0134687	0	0	0	0	0	0	0	0.158029	1.01422	0	0	0.350716	0.501994	0	0	0	0.895329	1.2645	0.29196	0	0.63285
